Clave de la entidad federativa,Entidad federativa,Clave del municipio,Municipio,Social.lag.index.2005,Level.Social.Lag.2005,Poverty.Pct.2010,Extreme.Poverty.Pct.2010,Moderate.Poverty.Pct.2010,Vulnerables.SocialCare.Pct.2010,Educ.Lag.Pct.2010,Lack.Access.To.HealthServices.Pct.2010
20,Oaxaca,20459,Santiago Chazumba,-0.33635,Low,77.97,28.22,49.75,14.19,30.75,42.97
20,Oaxaca,20460,Santiago ChoÌÁpam,1.69363,High,93.56,67.98,25.58,5.77,45.62,58.94
20,Oaxaca,20461,Santiago del RÌ_o,0.64914,High,90.72,61.17,29.55,8.09,55.54,83.48
20,Oaxaca,20462,Santiago HuajolotitlÌÁn,-0.39379,Low,61.67,20.16,41.51,19.88,29.04,41.24
20,Oaxaca,20463,Santiago Huauclilla,0.17484,Medium,88.82,55.65,33.17,9.45,42.81,82.67
20,Oaxaca,20464,Santiago IhuitlÌÁn Plumas,0.3884,Medium,79.45,36.38,43.06,17.11,42.53,42.76
20,Oaxaca,20465,Santiago Ixcuintepec,0.89135,High,97.9,83,14.9,2.1,38.43,79.92
20,Oaxaca,20466,Santiago Ixtayutla,2.32996,Very High,95.99,79.25,16.74,3.04,50.2,81.04
20,Oaxaca,20467,Santiago Jamiltepec,0.41367,Medium,77.35,37.77,39.58,19.96,28.07,84.4
20,Oaxaca,20468,Santiago Jocotepec,1.57503,High,87.04,55.28,31.76,10.99,45.4,41.61
20,Oaxaca,20469,Santiago Juxtlahuaca,1.14597,High,76.16,44.39,31.76,17.34,36.58,50.62
20,Oaxaca,20470,Santiago Lachiguiri,0.90711,High,93.93,52.92,41.01,5.07,42.47,88.94
20,Oaxaca,20471,Santiago Lalopa,0.54208,Medium,88.04,30.51,57.54,11.74,37.36,18.46
20,Oaxaca,20472,Santiago Laollaga,-0.53192,Low,58.54,20.66,37.88,14.97,30.31,42.01
20,Oaxaca,20473,Santiago Laxopa,0.87033,High,93.41,46.15,47.26,5.93,29.33,24.14
20,Oaxaca,20474,Santiago Llano Grande,0.12123,Medium,73.56,37.89,35.67,18.86,32.18,62.6
20,Oaxaca,20475,Santiago MatatlÌÁn,0.85215,High,77.62,28.46,49.16,20.24,33.28,49.23
20,Oaxaca,20476,Santiago Miltepec,0.23893,Medium,83.35,39.16,44.19,10.4,31.25,46.35
20,Oaxaca,20477,Santiago Minas,1.66682,High,95.51,68.51,27.01,3.69,55.27,71.65
20,Oaxaca,20478,Santiago Nacaltepec,0.86578,High,90.66,37.02,53.64,9.17,41.88,37.02
20,Oaxaca,20479,Santiago Nejapilla,0.43399,Medium,95.89,64.58,31.31,3.64,47.66,68.69
20,Oaxaca,20480,Santiago Nundiche,1.11454,High,97.74,83.8,13.94,2.26,37.97,98.1
20,Oaxaca,20481,Santiago NuyoÌ_,0.92595,High,94.03,62,32.03,4.86,24.6,50.97
20,Oaxaca,20482,Santiago Pinotepa Nacional,0.33136,Medium,66.46,17.76,48.7,29.8,28.74,36.11
20,Oaxaca,20483,Santiago Suchilquitongo,0.06316,Medium,70.88,19.87,51.01,26.45,24.01,26.04
20,Oaxaca,20484,Santiago Tamazola,0.39763,Medium,85.46,45.75,39.71,14.11,39.05,20.46
20,Oaxaca,20485,Santiago Tapextla,1.35833,High,89.88,48.35,41.53,8.13,41.68,39.95
20,Oaxaca,20486,Villa TejÌ¼pam de la UniÌ_n,0.06599,Medium,79.26,26.36,52.9,15.8,28.31,43.03
20,Oaxaca,20487,Santiago Tenango,0.56239,Medium,79.7,33.35,46.35,16.38,21.52,50.24
20,Oaxaca,20488,Santiago Tepetlapa,0.66568,High,88.09,6.3,81.78,5.25,45.71,20.95
20,Oaxaca,20489,Santiago Tetepec,1.06554,High,87.48,44.21,43.27,11.49,37.21,44.51
20,Oaxaca,20490,Santiago Texcalcingo,1.89728,High,96.33,62.39,33.94,3.67,53.82,6.69
20,Oaxaca,20491,Santiago TextitlÌÁn,0.92045,High,95.34,61.53,33.82,4.46,26.44,20.68
20,Oaxaca,20492,Santiago Tilantongo,1.34406,High,95.13,69.36,25.77,4.27,38.19,62.44
20,Oaxaca,20493,Santiago Tillo,-0.47132,Low,71.74,27.78,43.97,22.76,26.7,59.66
20,Oaxaca,20494,Santiago Tlazoyaltepec,1.88408,High,97.92,74.91,23.02,2.08,41.4,33.31
20,Oaxaca,20495,Santiago Xanica,2.27179,Very High,88.84,44.97,43.87,4.86,51.86,20.31
20,Oaxaca,20496,Santiago XiacuÌ_,-0.54751,Low,65.13,13.71,51.42,27.38,18.58,28.76
20,Oaxaca,20497,Santiago Yaitepec,1.99929,Very High,96.08,66,30.07,3.84,59.23,25.51
20,Oaxaca,20498,Santiago Yaveo,1.13482,High,88.62,46.77,41.85,11.35,40.85,35.66
20,Oaxaca,20499,Santiago YolomÌ©catl,-0.50679,Low,64.39,15.83,48.57,23.69,19.01,42.07
20,Oaxaca,20500,Santiago YosondÌ¼a,1.20663,High,91.9,49.57,42.33,6.98,38.88,41.94
20,Oaxaca,20501,Santiago Yucuyachi,0.09907,Medium,84.6,37.37,47.23,13.1,48.05,28.85
20,Oaxaca,20502,Santiago Zacatepec,1.82772,High,94.65,59.53,35.12,5.09,49.79,36.12
20,Oaxaca,20503,Santiago Zoochila,-0.02444,Medium,89.65,42.43,47.22,5.12,36.95,90.76
20,Oaxaca,20504,Nuevo ZoquiÌÁpam,-0.31389,Low,85.01,27.14,57.87,14.18,28.97,39.55
20,Oaxaca,20505,Santo Domingo Ingenio,-0.55223,Low,66.33,19.5,46.83,18.2,31.02,33.85
20,Oaxaca,20506,Santo Domingo Albarradas,0.01064,Medium,79.58,15.01,64.57,14.04,34.95,1.25
20,Oaxaca,20507,Santo Domingo Armenta,0.79177,High,87.48,39.19,48.29,11.44,42.72,35.81
20,Oaxaca,20508,Santo Domingo ChihuitÌÁn,-0.798,Very Low,42.08,7.67,34.4,32.96,28.02,22.14
20,Oaxaca,20509,Santo Domingo de Morelos,2.06618,Very High,87.22,55.86,31.36,12.09,50.69,43.21
20,Oaxaca,20510,Santo Domingo IxcatlÌÁn,1.23207,High,94.62,51.36,43.26,5.38,24.31,22.41
20,Oaxaca,20511,Santo Domingo NuxaÌÁ,1.57229,High,97.97,72.62,25.35,2.03,27.64,24.7
20,Oaxaca,20512,Santo Domingo Ozolotepec,1.56746,High,97.9,75.36,22.54,2.1,49.31,36.49
20,Oaxaca,20513,Santo Domingo Petapa,0.46419,Medium,84.93,42.11,42.82,7.71,44.14,69.33
20,Oaxaca,20514,Santo Domingo Roayaga,1.80364,High,93.97,59.16,34.8,4.95,50.81,71.56
20,Oaxaca,20515,Santo Domingo Tehuantepec,-0.3766,Low,55.5,12.25,43.25,29.94,21.53,21.58
20,Oaxaca,20516,Santo Domingo Teojomulco,1.01295,High,91.96,53.05,38.91,7.47,44.09,27.94
20,Oaxaca,20517,Santo Domingo Tepuxtepec,2.1819,Very High,95.18,66.34,28.84,4.27,47.75,41.55
20,Oaxaca,20518,Santo Domingo TlatayÌÁpam,0.07432,Medium,89.01,58.18,30.83,10.26,30.43,96.38
20,Oaxaca,20519,Santo Domingo Tomaltepec,-0.46842,Low,61.71,20.58,41.13,35.04,34.97,56.25
20,Oaxaca,20520,Santo Domingo TonalÌÁ,-0.07586,Low,66.03,18.84,47.19,19.48,38.25,24.96
20,Oaxaca,20521,Santo Domingo Tonaltepec,1.14057,High,89.97,45.15,44.81,9.66,42.26,44.15
20,Oaxaca,20522,Santo Domingo XagacÌ_a,0.80405,High,92.5,65,27.5,7.39,44.9,58
20,Oaxaca,20523,Santo Domingo YanhuitlÌÁn,-0.48941,Low,70.33,24.13,46.2,15.05,25.75,40.64
20,Oaxaca,20524,Santo Domingo Yodohino,0.07309,Medium,88.27,20.13,68.14,11.44,34.2,3.77
20,Oaxaca,20525,Santo Domingo Zanatepec,-0.11187,Low,71.64,23.09,48.56,23.4,35.91,20.83
20,Oaxaca,20526,Santos Reyes Nopala,1.1779,High,79.93,34.65,45.29,18.29,47.5,23.61
20,Oaxaca,20527,Santos Reyes PÌÁpalo,1.71991,High,97.93,74.64,23.3,1.92,45.39,38.33
20,Oaxaca,20528,Santos Reyes Tepejillo,0.54212,Medium,66.19,19.49,46.7,26.79,49.52,19.25
20,Oaxaca,20529,Santos Reyes YucunÌÁ,2.41703,Very High,92.52,68.71,23.81,7.48,46.09,34.38
20,Oaxaca,20530,Santo TomÌÁs Jalieza,0.73486,High,84.43,46.59,37.83,15.23,32.76,32.98
20,Oaxaca,20531,Santo TomÌÁs Mazaltepec,-0.09754,Low,76.84,22.21,54.63,16.73,27.33,46.99
20,Oaxaca,20532,Santo TomÌÁs Ocotepec,1.33247,High,92.86,55.67,37.18,6.94,35.16,36.81
20,Oaxaca,20533,Santo TomÌÁs Tamazulapan,0.53221,Medium,73.21,28.2,45.02,22.87,38.41,48.52
20,Oaxaca,20534,San Vicente CoatlÌÁn,1.77589,High,96.02,66.58,29.44,3.89,43.26,35.72
20,Oaxaca,20535,San Vicente LachixÌ_o,1.41983,High,96.98,77.95,19.03,3.02,35.46,43.78
20,Oaxaca,20536,San Vicente NuÌ±Ì¼,0.43124,Medium,82.78,35.3,47.48,8.9,35.39,31.34
20,Oaxaca,20537,SilacayoÌÁpam,0.54456,Medium,73.61,30.26,43.35,21.99,44.49,39.37
20,Oaxaca,20538,Sitio de Xitlapehua,1.0376,High,93.52,58.15,35.37,6.48,36.31,54.92
20,Oaxaca,20539,Soledad Etla,-0.90892,Very Low,56.42,10.56,45.86,26.14,16.32,34.3
20,Oaxaca,20540,Villa de TamazulÌÁpam del Progreso,-0.60183,Low,61.44,19.12,42.32,15.64,21.87,47.5
20,Oaxaca,20541,Tanetze de Zaragoza,0.24279,Medium,94.5,67.34,27.16,5.24,38.21,82.82
20,Oaxaca,20542,Taniche,0.53771,Medium,85.3,44.56,40.75,14.55,51.8,47.62
20,Oaxaca,20543,Tataltepec de ValdÌ©s,1.55717,High,92.27,54.65,37.62,5.54,46,43.19
20,Oaxaca,20544,Teococuilco de Marcos PÌ©rez,-0.2379,Low,76.34,38.93,37.41,23.46,34.58,63.55
20,Oaxaca,20545,TeotitlÌÁn de Flores MagÌ_n,-0.44657,Low,67.14,23.34,43.8,17.34,23.18,28.28
20,Oaxaca,20546,TeotitlÌÁn del Valle,0.21433,Medium,78.89,23.73,55.16,19.77,36.11,56.56
20,Oaxaca,20547,Teotongo,-0.21609,Low,84.46,31.74,52.72,13.98,33.96,34.85
20,Oaxaca,20548,Tepelmeme Villa de Morelos,0.96187,High,77.27,31.06,46.22,21.42,37.69,35.63
20,Oaxaca,20549,TezoatlÌÁn de Segura y Luna,0.3854,Medium,67.22,29.51,37.71,27.67,37.49,33.2
20,Oaxaca,20550,San JerÌ_nimo Tlacochahuaya,0.12511,Medium,66.52,22.68,43.84,22.53,28.34,57.79
20,Oaxaca,20551,Tlacolula de Matamoros,-0.16632,Low,47.47,11.79,35.68,35.57,23.37,54.11
20,Oaxaca,20552,Tlacotepec Plumas,0.07133,Medium,89.2,35.97,53.22,7.33,28.83,16.36
20,Oaxaca,20553,Tlalixtac de Cabrera,-0.40206,Low,57.11,17.31,39.8,35.81,26.57,59.13
20,Oaxaca,20554,Totontepec Villa de Morelos,1.40449,High,88.77,58.59,30.18,10.3,44.96,84.97
20,Oaxaca,20555,Trinidad Zaachila,0.52791,Medium,77.54,33.65,43.89,20.14,32.6,48.92
20,Oaxaca,20556,La Trinidad Vista Hermosa,-0.12146,Low,83.72,27,56.72,12.95,32.5,32.5
20,Oaxaca,20557,UniÌ_n Hidalgo,-0.84244,Very Low,52.54,10.68,41.86,20.6,15.5,32.56
20,Oaxaca,20558,Valerio Trujano,0.0822,Medium,72.17,22.66,49.52,23.1,27.89,13.07
20,Oaxaca,20559,San Juan Bautista Valle Nacional,0.50639,Medium,79.89,36.07,43.82,16.71,36.82,41.06
20,Oaxaca,20560,Villa DÌ_az Ordaz,0.77585,High,91.12,46,45.12,8.1,45.98,61.77
20,Oaxaca,20561,Yaxe,1.20629,High,92.29,57.49,34.8,7.67,34.89,81.5
20,Oaxaca,20562,Magdalena Yodocono de Porfirio DÌ_a,0.02899,Medium,82.93,27.71,55.22,15.49,28.85,20.65
20,Oaxaca,20563,Yogana,2.0387,Very High,90.88,53.01,37.87,9.12,59.49,24.3
20,Oaxaca,20564,Yutanduchi de Guerrero,0.77991,High,95.49,59.4,36.09,4.09,34.45,7.86
20,Oaxaca,20565,Villa de Zaachila,0.35708,Medium,72.9,20.25,52.64,25.13,29.55,30.16
20,Oaxaca,20566,ZapotitlÌÁn del RÌ_o,1.86916,High,92.64,39.88,52.75,6.51,38.78,5.19
20,Oaxaca,20567,ZapotitlÌÁn Lagunas,0.94302,High,89.51,57.2,32.31,10.04,56.74,51.47
20,Oaxaca,20568,ZapotitlÌÁn Palmas,0.11467,Medium,89.19,45.11,44.08,10.38,41.93,58.07
20,Oaxaca,20569,Santa InÌ©s de Zaragoza,0.78363,High,92.56,54.25,38.31,6.34,34.67,60.23
20,Oaxaca,20570,ZimatlÌÁn de Ìlvarez,0.03673,Medium,63.96,19.85,44.11,31.38,27.89,27.96
21,Puebla,21001,Acajete,0.2609,Medium,73.39,17.15,56.23,22.36,31.41,31.2
21,Puebla,21002,Acateno,0.30911,Medium,70.5,21.06,49.45,27.8,34.64,42.09
21,Puebla,21003,AcatlÌÁn,-0.46246,Low,70.91,19.3,51.61,22.27,29.8,31.01
21,Puebla,21004,Acatzingo,0.20112,Medium,74.08,18.32,55.76,20.39,28,51.68
21,Puebla,21005,Acteopan,1.5388,High,81.39,36.18,45.21,18.58,45.57,35.03
21,Puebla,21006,AhuacatlÌÁn,1.32515,High,86.59,45.8,40.78,12.52,40.7,16.67
21,Puebla,21007,AhuatlÌÁn,0.60924,High,84.31,40.88,43.43,15.59,43.45,38.58
21,Puebla,21008,Ahuazotepec,-0.32225,Low,68.18,16.89,51.3,26.19,20.06,46.65
21,Puebla,21009,Ahuehuetitla,0.03011,Medium,61.23,20.65,40.57,35.22,40.45,66.27
21,Puebla,21010,Ajalpan,1.24448,High,78.99,37.5,41.5,15.26,39.78,54.16
21,Puebla,21011,Albino Zertuche,0.07801,Medium,85.78,27.3,58.49,12.13,42.44,28.41
21,Puebla,21012,Aljojuca,-0.05958,Low,80.82,22.92,57.9,13.32,34.68,66.08
21,Puebla,21013,Altepexi,0.14316,Medium,67.16,16.87,50.29,26.4,39.95,61.38
21,Puebla,21014,AmixtlÌÁn,0.97774,High,87.44,46.25,41.19,7.76,41.26,62.93
21,Puebla,21015,Amozoc,-0.56883,Low,60.8,14.33,46.48,23.1,21.1,41.35
21,Puebla,21016,Aquixtla,0.29709,Medium,66.54,18.66,47.88,19.67,32.59,42.83
21,Puebla,21017,Atempan,0.7694,High,80.51,34.82,45.7,15.81,35.91,45.69
21,Puebla,21018,Atexcal,0.23978,Medium,77.36,31.3,46.06,17.65,35.81,56.16
21,Puebla,21019,Atlixco,-0.55586,Low,56.04,12.8,43.25,23.92,23.36,41.07
21,Puebla,21020,Atoyatempan,0.33626,Medium,86.61,33.26,53.36,12.5,32.41,50.52
21,Puebla,21021,Atzala,-0.62425,Low,55.08,13.59,41.5,32.75,29.73,38.88
21,Puebla,21022,AtzitzihuacÌÁn,0.59002,Medium,84.29,25.41,58.88,15.07,37.75,32.15
21,Puebla,21023,Atzitzintla,0.78073,High,91.47,50.54,40.93,7.01,43.35,78.28
21,Puebla,21024,Axutla,-0.33224,Low,65.22,17.62,47.6,30.36,47.5,52.5
21,Puebla,21025,Ayotoxco de Guerrero,0.4163,Medium,77.41,21.59,55.82,19.8,28.55,30.36
21,Puebla,21026,Calpan,0.15408,Medium,75.47,18.09,57.38,21.59,28.84,44.95
21,Puebla,21027,Caltepec,0.71389,High,83.53,34.56,48.97,14.31,43.91,52.62
21,Puebla,21028,Camocuautla,1.28867,High,93.91,63.71,30.2,5.83,43.8,90.42
21,Puebla,21029,Caxhuacan,0.55538,Medium,81.57,36.65,44.92,8.69,34.17,47.39
21,Puebla,21030,Coatepec,0.72771,High,91.62,59.08,32.54,8.1,41.46,95.41
21,Puebla,21031,Coatzingo,0.3151,Medium,73.91,28.25,45.66,25.76,46.94,64.26
21,Puebla,21032,Cohetzala,-0.23709,Low,82.48,20.66,61.82,16.92,43.05,19.79
21,Puebla,21033,Cohuecan,0.37031,Medium,83.8,38.56,45.24,15.09,26.33,59.07
21,Puebla,21034,Coronango,0.21347,Medium,79.97,26.88,53.1,19.11,24.92,47.66
21,Puebla,21035,CoxcatlÌÁn,0.03457,Medium,71.65,24.13,47.52,15.17,25.97,22.27
21,Puebla,21036,Coyomeapan,2.12264,Very High,95.8,73.71,22.1,3.87,48.73,52.29
21,Puebla,21037,Coyotepec,-0.29648,Low,69.19,26.12,43.07,18.75,35.71,62.41
21,Puebla,21038,Cuapiaxtla de Madero,0.35548,Medium,83.32,32.24,51.08,14.83,31.65,58.17
21,Puebla,21039,Cuautempan,1.04349,High,90.97,55.38,35.6,8.31,40.29,69.08
21,Puebla,21040,CuautinchÌÁn,0.55793,Medium,67.39,15.55,51.84,30.44,30.47,45.19
21,Puebla,21041,Cuautlancingo,-1.0566,Very Low,32.92,4.07,28.85,22.41,11.69,26.77
21,Puebla,21042,Cuayuca de Andrade,0.42955,Medium,86.58,37.55,49.02,12.54,38.65,40.72
21,Puebla,21043,Cuetzalan del Progreso,0.98091,High,79,32.34,46.66,19.26,33.2,39.13
21,Puebla,21044,Cuyoaco,0.02651,Medium,77.79,16.87,60.92,20.37,26.11,19.75
21,Puebla,21045,Chalchicomula de Sesma,-0.08424,Low,71.58,17.52,54.06,19.98,30.34,30.97
21,Puebla,21046,Chapulco,0.16026,Medium,77.24,24.91,52.33,16.32,36.87,44.86
21,Puebla,21047,Chiautla,-0.50315,Low,72.14,22.52,49.62,17.22,29.97,37.19
21,Puebla,21048,Chiautzingo,-0.2274,Low,79.27,20.37,58.91,15.63,24.51,52.9
21,Puebla,21049,Chiconcuautla,1.79206,High,90.3,55.62,34.69,9.44,46.27,64.38
21,Puebla,21050,Chichiquila,1.83873,High,94.16,67.94,26.22,5.8,47.7,52.56
21,Puebla,21051,Chietla,-0.66171,Low,59.27,8.1,51.17,25.13,31.16,21.14
21,Puebla,21052,ChigmecatitlÌÁn,0.42814,Medium,75.74,21.37,54.38,23.81,45.87,34.47
21,Puebla,21053,Chignahuapan,0.03587,Medium,68.52,15.86,52.66,24.24,30.81,29.08
21,Puebla,21054,Chignautla,0.60972,High,70.33,19,51.33,21.42,37.24,45.74
21,Puebla,21055,Chila,0.37984,Medium,80.56,36.93,43.63,16.63,36.57,48.58
21,Puebla,21056,Chila de la Sal,-0.39944,Low,79.3,22.3,57.01,17.17,47.89,29.09
21,Puebla,21057,Honey,0.73706,High,80.54,33.91,46.64,17.47,36.19,67.53
21,Puebla,21058,Chilchotla,1.36473,High,90.16,50.34,39.82,9.19,49.61,76.45
21,Puebla,21059,Chinantla,-0.09432,Low,59.45,18.19,41.27,34.82,32.84,38.41
21,Puebla,21060,Domingo Arenas,0.50239,Medium,86.92,44.83,42.1,11.73,38.85,89.24
21,Puebla,21061,EloxochitlÌÁn,2.43997,Very High,95.01,66.18,28.83,4.97,49.04,33.78
21,Puebla,21062,EpatlÌÁn,-0.35097,Low,62.76,15.84,46.92,30.15,34.39,46.78
21,Puebla,21063,Esperanza,-0.1388,Low,76.37,16.71,59.65,16.13,29.68,28.07
21,Puebla,21064,Francisco Z. Mena,0.32969,Medium,84.02,31.59,52.44,13.42,27.03,36.19
21,Puebla,21065,General Felipe Ìngeles,0.42631,Medium,82.89,24.85,58.04,16.05,41.63,63.25
21,Puebla,21066,Guadalupe,0.14484,Medium,78.09,23.99,54.09,15.64,42.6,44.96
21,Puebla,21067,Guadalupe Victoria,0.12339,Medium,78.54,16.31,62.22,18.2,32.85,31.41
21,Puebla,21068,Hermenegildo Galeana,1.28039,High,89.01,50.51,38.51,10,45.44,83.8
21,Puebla,21069,Huaquechula,0.38892,Medium,77.15,23.63,53.52,21.26,37.98,49.95
21,Puebla,21070,Huatlatlauca,0.93162,High,81.56,35.9,45.66,15.63,43.23,50.53
21,Puebla,21071,Huauchinango,-0.25396,Low,66.08,19.93,46.15,19.4,23.98,35.24
21,Puebla,21072,Huehuetla,1.67051,High,90.28,58.38,31.9,7.35,48.17,35.35
21,Puebla,21073,HuehuetlÌÁn el Chico,-0.06884,Low,82.37,32.48,49.89,13.28,33.6,35.03
21,Puebla,21074,Huejotzingo,-0.5015,Low,63.64,12.01,51.64,20.26,19.11,41.7
21,Puebla,21075,Hueyapan,0.88352,High,82.83,32.05,50.78,14.73,29.5,30.71
21,Puebla,21076,Hueytamalco,0.59113,Medium,73.31,18.74,54.57,23.24,36.81,43.66
21,Puebla,21077,Hueytlalpan,1.67387,High,89.36,57.65,31.7,9.2,47.62,50.15
21,Puebla,21078,Huitzilan de SerdÌÁn,1.56225,High,87.28,42.97,44.31,11.93,53.49,16.43
21,Puebla,21079,Huitziltepec,-0.42454,Low,74.69,20.22,54.47,22.84,24.37,39.72
21,Puebla,21080,AtlequizayÌÁn,1.24527,High,91.75,53.22,38.53,7.44,43.99,67.74
21,Puebla,21081,Ixcamilpa de Guerrero,0.38723,Medium,77.73,32.1,45.63,20.76,41.6,24.36
21,Puebla,21082,Ixcaquixtla,-0.51565,Low,67.7,17.64,50.07,22.44,24.26,30.6
21,Puebla,21083,IxtacamaxtitlÌÁn,0.60898,High,78.2,19.88,58.32,19.16,34.14,17.81
21,Puebla,21084,Ixtepec,1.54153,High,93.08,62.08,31.01,4.03,50.6,56.61
21,Puebla,21085,IzÌ¼car de Matamoros,-0.68387,Low,65.32,16.64,48.68,23.09,27.72,49.69
21,Puebla,21086,Jalpan,0.59662,Medium,76.9,22.75,54.15,21.93,33.7,45.49
21,Puebla,21087,Jolalpan,0.62355,High,84.04,26.06,57.98,15.22,41.42,14.6
21,Puebla,21088,Jonotla,0.58804,Medium,80.7,35.61,45.09,14.39,35.92,29.56
21,Puebla,21089,Jopala,0.57927,Medium,85.01,34.54,50.47,13.88,41.54,36.38
21,Puebla,21090,Juan C. Bonilla,0.05202,Medium,76.57,22.77,53.8,20.86,21.26,30.38
21,Puebla,21091,Juan Galindo,-0.93631,Very Low,54.05,12.97,41.08,19.77,22.95,35.48
21,Puebla,21092,Juan N. MÌ©ndez,0.55281,Medium,87.67,39.11,48.57,11.91,42.56,38.92
21,Puebla,21093,Lafragua,0.5734,Medium,84.75,40.05,44.71,10.28,36.32,74.7
21,Puebla,21094,Libres,-0.19574,Low,73,13.97,59.03,21,24.71,27.07
21,Puebla,21095,La Magdalena Tlatlauquitepec,-0.17284,Low,81.87,27.8,54.07,18.13,23.6,94.69
21,Puebla,21096,Mazapiltepec de JuÌÁrez,-0.13139,Low,70.2,19.38,50.82,25.18,32.71,29.24
21,Puebla,21097,Mixtla,-0.43422,Low,58.92,8.73,50.19,29.69,18.47,48.13
21,Puebla,21098,Molcaxac,0.44649,Medium,76.29,32.2,44.09,21.43,27.27,44.96
21,Puebla,21099,CaÌ±ada Morelos,0.46546,Medium,78.78,20.75,58.03,19.66,35.13,29.4
21,Puebla,21100,Naupan,0.73965,High,88.58,50.17,38.42,11.24,36.41,40.01
21,Puebla,21101,Nauzontla,0.51205,Medium,78.44,28.27,50.17,17.29,37.44,52.57
21,Puebla,21102,Nealtican,0.11537,Medium,81.19,16.78,64.41,16.71,31.86,54.55
21,Puebla,21103,NicolÌÁs Bravo,0.38677,Medium,77.51,28.53,48.98,18.66,38.17,60.75
21,Puebla,21104,Nopalucan,-0.00184,Medium,67.32,16.77,50.56,19.15,29.46,35.02
21,Puebla,21105,Ocotepec,0.07427,Medium,69.45,21.31,48.14,25.99,31.49,54.7
21,Puebla,21106,Ocoyucan,0.63312,High,80.16,33.51,46.64,19.24,36.81,55.72
21,Puebla,21107,Olintla,1.51717,High,84.12,43.22,40.9,15.26,41.71,53.43
21,Puebla,21108,Oriental,-0.30978,Low,68.13,16.44,51.69,21.26,25.27,41.06
21,Puebla,21109,PahuatlÌÁn,0.59721,Medium,78.66,28.18,50.48,19.65,37.33,38.99
21,Puebla,21110,Palmar de Bravo,0.58412,Medium,79.77,20.79,58.99,17.4,38.64,23.53
21,Puebla,21111,Pantepec,0.63489,High,82.01,32.63,49.38,14.37,31.89,30.82
21,Puebla,21112,Petlalcingo,0.20538,Medium,83,36.42,46.58,13.27,38.15,54.36
21,Puebla,21113,Piaxtla,-0.34231,Low,65.79,21.84,43.95,28.39,44.01,59.61
21,Puebla,21114,Puebla,-1.33172,Very Low,37.19,5.71,31.48,25.58,13.12,35.69
21,Puebla,21115,Quecholac,0.48653,Medium,80.55,20.61,59.94,17.23,43.26,38.38
21,Puebla,21116,QuimixtlÌÁn,1.4893,High,92.51,57.83,34.67,7.47,49.82,58.32
21,Puebla,21117,Rafael Lara Grajales,-0.62592,Low,59.35,8.33,51.01,18.72,21.71,25.78
21,Puebla,21118,Los Reyes de JuÌÁrez,0.2756,Medium,81.1,23.23,57.88,17.59,35.25,59.24
21,Puebla,21119,San AndrÌ©s Cholula,-0.81233,Very Low,63.25,16.61,46.64,30.28,21.76,56.97
21,Puebla,21120,San Antonio CaÌ±ada,1.33796,High,78.75,38.83,39.92,20.24,46.83,45.33
21,Puebla,21121,San Diego la Mesa Tochimiltzin,1.08149,High,77.09,32.44,44.65,22.51,51.26,48.44
21,Puebla,21122,San Felipe Teotlalcingo,-0.19923,Low,75.86,17.28,58.58,18.43,18.52,52.82
21,Puebla,21123,San Felipe TepatlÌÁn,1.4852,High,90.61,53.74,36.87,9.03,44.47,97.73
21,Puebla,21124,San Gabriel Chilac,0.37838,Medium,74.45,20.75,53.69,21.57,36.67,41.9
21,Puebla,21125,San Gregorio Atzompa,-0.52455,Low,59.46,17.93,41.53,31.8,19.76,61.08
21,Puebla,21126,San JerÌ_nimo Tecuanipan,0.37476,Medium,71.78,30.85,40.93,25.29,30.08,82.56
21,Puebla,21127,San JerÌ_nimo XayacatlÌÁn,0.17814,Medium,79.15,41.09,38.06,17.98,37.31,80.05
21,Puebla,21128,San JosÌ© Chiapa,0.33702,Medium,72.85,22.66,50.2,21.65,36.21,53.79
21,Puebla,21129,San JosÌ© MiahuatlÌÁn,0.29278,Medium,75.73,19.82,55.91,21.62,38.86,49.37
21,Puebla,21130,San Juan Atenco,-0.12784,Low,73.68,18.22,55.45,23.72,35.52,57.18
21,Puebla,21131,San Juan Atzompa,-0.04581,Medium,87.17,38.83,48.33,12.83,24.2,94.27
21,Puebla,21132,San MartÌ_n Texmelucan,-0.88438,Very Low,58.46,9.08,49.38,23.17,17.09,43.78
21,Puebla,21133,San MartÌ_n Totoltepec,-0.50653,Low,62.08,8.97,53.12,35.56,31.83,19.35
21,Puebla,21134,San MatÌ_as Tlalancaleca,-0.44871,Low,71.45,7.9,63.55,23.24,20.19,42.37
21,Puebla,21135,San Miguel IxitlÌÁn,0.19756,Medium,86.63,33.61,53.02,12.08,42.25,30.63
21,Puebla,21136,San Miguel Xoxtla,-1.13941,Very Low,44.28,3.58,40.69,18.95,12.75,31.34
21,Puebla,21137,San NicolÌÁs Buenos Aires,0.43656,Medium,80.97,26.64,54.33,14.49,44.19,71.72
21,Puebla,21138,San NicolÌÁs de los Ranchos,0.28639,Medium,82.5,29.4,53.1,15.65,32.87,52.75
21,Puebla,21139,San Pablo Anicano,-0.14493,Low,68,20.37,47.63,27.14,32.57,45.44
21,Puebla,21140,San Pedro Cholula,-0.78653,Very Low,47.49,11.74,35.75,27.36,17.76,45.71
21,Puebla,21141,San Pedro Yeloixtlahuaca,-0.16384,Low,68.64,18.06,50.58,25.01,34.22,39.44
