Clave de la entidad federativa,Entidad federativa,Clave del municipio,Municipio,Social.lag.index.2005,Level.Social.Lag.2005,Poverty.Pct.2010,Extreme.Poverty.Pct.2010,Moderate.Poverty.Pct.2010,Vulnerables.SocialCare.Pct.2010,Educ.Lag.Pct.2010,Lack.Access.To.HealthServices.Pct.2010
10,Durango,10002,Canelas,1.43573,High,80.05,36.13,43.92,17.06,45.95,31.57
10,Durango,10003,Coneto de Comonfort,-0.29023,Low,74.73,25.49,49.24,21.63,29.9,31.06
10,Durango,10004,CuencamÌ©,-0.78279,Very Low,57.25,9.32,47.94,25.02,21.65,25.33
10,Durango,10005,Durango,-1.41023,Very Low,41.71,5.05,36.66,21.65,13.02,25.55
10,Durango,10006,General SimÌ_n BolÌ_var,-0.43117,Low,57.1,11.83,45.27,38.26,30.26,30.36
10,Durango,10007,GÌ_mez Palacio,-1.46611,Very Low,44.2,5.86,38.34,16.41,16.89,28.91
10,Durango,10008,Guadalupe Victoria,-1.05286,Very Low,58.84,12.5,46.34,26.03,19.39,53.12
10,Durango,10009,GuanacevÌ_,0.6538,High,63.73,27.09,36.64,27.77,40.21,45.5
10,Durango,10010,Hidalgo,-1.07054,Very Low,56.3,7.45,48.85,34.22,25.97,20.15
10,Durango,10011,IndÌ©,-0.99781,Very Low,64.48,11.9,52.58,27.96,34.16,26.89
10,Durango,10012,Lerdo,-1.2843,Very Low,45.38,5.25,40.13,21.07,16.64,24.82
10,Durango,10013,MapimÌ_,-0.83098,Very Low,61.64,13.82,47.82,24.18,26.07,34.93
10,Durango,10014,Mezquital,2.43751,Very High,89.66,65.05,24.6,9.05,42.86,38.88
10,Durango,10015,Nazas,-0.9005,Very Low,61.22,12.59,48.63,27.27,23.63,26.13
10,Durango,10016,Nombre de Dios,-0.73083,Very Low,64.63,13.96,50.67,24.56,21.74,33.74
10,Durango,10017,Ocampo,-1.04246,Very Low,57.01,10.24,46.77,28.3,24.8,29.36
10,Durango,10018,El Oro,-1.11633,Very Low,57.47,11.54,45.92,32.07,23.07,19.55
10,Durango,10019,OtÌÁez,1.09783,High,85.48,44.92,40.56,13.01,38.11,41.12
10,Durango,10020,PÌÁnuco de Coronado,-1.01123,Very Low,58.55,7.1,51.45,24.28,23.11,20.02
10,Durango,10021,PeÌ±Ì_n Blanco,-0.70508,Very Low,70.15,11.86,58.3,21.87,20.67,27.61
10,Durango,10022,Poanas,-0.85245,Very Low,68.93,10.99,57.93,21.61,22.16,23.43
10,Durango,10023,Pueblo Nuevo,0.17272,Medium,67.78,19.04,48.74,17.45,19.54,20.09
10,Durango,10024,Rodeo,-1.06189,Very Low,53.31,6.59,46.73,18.95,22.12,5.62
10,Durango,10025,San Bernardo,-0.46143,Low,55.45,13.18,42.27,36.94,36.63,23.88
10,Durango,10026,San Dimas,0.60709,High,76.91,31.24,45.67,21.7,25.63,21.81
10,Durango,10027,San Juan de Guadalupe,-0.10053,Low,75.84,24.56,51.28,21,36.54,31.56
10,Durango,10028,San Juan del RÌ_o,-0.8079,Very Low,62.57,8.52,54.05,28.4,22.2,17.32
10,Durango,10029,San Luis del Cordero,-1.01784,Very Low,64.01,16.19,47.82,29.64,30.48,28.96
10,Durango,10030,San Pedro del Gallo,-0.81451,Very Low,55.41,7.71,47.71,37.32,30.67,23.53
10,Durango,10031,Santa Clara,-0.9121,Very Low,79.8,19.9,59.91,15.27,28.82,33.53
10,Durango,10032,Santiago Papasquiaro,-0.74611,Very Low,64.04,16.98,47.06,21.68,24.33,27.44
10,Durango,10033,SÌ¼chil,-0.42768,Low,67.82,14.25,53.57,22.93,29.82,27.17
10,Durango,10034,Tamazula,1.6241,High,83.71,39.11,44.6,15.22,34.11,20.78
10,Durango,10035,Tepehuanes,-0.10673,Low,71.77,20.11,51.66,22.58,31.71,14.02
10,Durango,10036,Tlahualilo,-1.18167,Very Low,52.32,8.16,44.17,22.54,22.9,20.7
10,Durango,10037,Topia,1.32581,High,80.89,39.77,41.11,16.89,35.88,40.9
10,Durango,10038,Vicente Guerrero,-1.03929,Very Low,59.14,13.15,45.99,23.4,18.94,57.17
10,Durango,10039,Nuevo Ideal,-0.7307,Very Low,59.88,14.41,45.47,29.75,37.89,33.94
11,Guanajuato,11001,Abasolo,-0.32731,Low,66.67,13.24,53.43,29.88,34.24,23.49
11,Guanajuato,11002,AcÌÁmbaro,-0.87058,Very Low,56.46,8.33,48.14,29.8,27.56,22.26
11,Guanajuato,11003,San Miguel de Allende,-0.22165,Low,60.56,19.99,40.56,27.49,25.53,28.74
11,Guanajuato,11004,Apaseo el Alto,-0.36287,Low,57.23,10.85,46.37,31.15,27.17,31.35
11,Guanajuato,11005,Apaseo el Grande,-0.5856,Low,52.11,8.36,43.75,30.81,24.62,22.93
11,Guanajuato,11006,Atarjea,0.9195,High,74.7,23.02,51.68,21.33,33.22,6.68
11,Guanajuato,11007,Celaya,-1.24732,Very Low,39.56,4.8,34.77,28.16,18.01,31.05
11,Guanajuato,11008,Manuel Doblado,-0.42643,Low,63.25,15.59,47.67,29.49,37.48,48.55
11,Guanajuato,11009,Comonfort,-0.06073,Low,63.63,16.69,46.94,25.13,26.74,18.48
11,Guanajuato,11010,Coroneo,-0.38675,Low,65.26,10.74,54.52,30.64,28.64,10.9
11,Guanajuato,11011,Cortazar,-0.92002,Very Low,51.25,6.1,45.15,26.29,23.25,26.32
11,Guanajuato,11012,CuerÌÁmaro,-0.55023,Low,68.87,11.35,57.52,24.78,30.72,27.04
11,Guanajuato,11013,Doctor Mora,0.07401,Medium,68,14.94,53.06,26.82,28.62,17.41
11,Guanajuato,11014,Dolores Hidalgo Cuna de la Independencia,-0.15031,Low,60.39,15.36,45.02,30.65,30.83,22.03
11,Guanajuato,11015,Guanajuato,-1.08773,Very Low,35.65,5.39,30.26,31.11,16.07,23.29
11,Guanajuato,11016,HuanÌ_maro,-0.65805,Low,67.6,10.44,57.16,28.77,28.88,14.3
11,Guanajuato,11017,Irapuato,-1.08314,Very Low,42.33,7.42,34.9,25.45,18.68,25.91
11,Guanajuato,11018,Jaral del Progreso,-0.8773,Very Low,57.9,8.07,49.83,27.36,24.27,19.67
11,Guanajuato,11019,JerÌ©cuaro,0.11352,Medium,72.24,18.12,54.12,24.01,34.63,14.6
11,Guanajuato,11020,LeÌ_n,-1.22512,Very Low,36.81,3.98,32.82,29.37,19.78,26.05
11,Guanajuato,11021,MoroleÌ_n,-1.06333,Very Low,49.21,4.55,44.65,38.27,26.17,35.92
11,Guanajuato,11022,Ocampo,-0.12618,Low,62.52,16.16,46.36,34.12,33.58,15.5
11,Guanajuato,11023,PÌ©njamo,-0.3773,Low,67.4,19.91,47.49,23.81,30.09,31.32
11,Guanajuato,11024,Pueblo Nuevo,-0.70162,Very Low,56.32,6.29,50.03,36.24,30.41,23.51
11,Guanajuato,11025,PurÌ_sima del RincÌ_n,-0.70257,Very Low,48.32,5.81,42.51,37.93,32.13,26
11,Guanajuato,11026,Romita,-0.33908,Low,57.15,11.73,45.42,35.64,31.11,13.78
11,Guanajuato,11027,Salamanca,-1.20366,Very Low,44.64,5.61,39.03,25.56,19.56,21.89
11,Guanajuato,11028,Salvatierra,-0.70623,Very Low,64.76,8.93,55.83,26.43,31.14,20.02
11,Guanajuato,11029,San Diego de la UniÌ_n,0.26356,Medium,73.37,18.31,55.05,23.61,33.78,16.43
11,Guanajuato,11030,San Felipe,0.25744,Medium,65.16,17.71,47.45,25.7,30.94,13.84
11,Guanajuato,11031,San Francisco del RincÌ_n,-0.79389,Very Low,42.45,4.51,37.94,39.65,27.74,26.67
11,Guanajuato,11032,San JosÌ© Iturbide,-0.62913,Low,39.22,5.18,34.04,37.52,19.43,20.6
11,Guanajuato,11033,San Luis de la Paz,-0.12449,Low,57.18,10.46,46.72,31.41,26.5,26.78
11,Guanajuato,11034,Santa Catarina,0.53112,Medium,71.16,26.09,45.07,26.43,31.33,10.03
11,Guanajuato,11035,Santa Cruz de Juventino Rosas,-0.31316,Low,69.87,18.47,51.4,19.7,30.81,27.02
11,Guanajuato,11036,Santiago MaravatÌ_o,-0.67504,Low,64.94,8.77,56.18,28.45,34.89,17.91
11,Guanajuato,11037,Silao,-0.55342,Low,56.41,14,42.41,26.56,26.18,17.39
11,Guanajuato,11038,Tarandacuao,-0.8143,Very Low,53.32,7.4,45.93,39.66,28.71,22.97
11,Guanajuato,11039,Tarimoro,-0.5628,Low,62.92,8.96,53.95,29.13,33.28,20.5
11,Guanajuato,11040,Tierra Blanca,0.87123,High,79.13,41.34,37.79,17.91,27.8,9.15
11,Guanajuato,11041,Uriangato,-0.86751,Very Low,56.74,7.77,48.97,35.35,27.91,38.14
11,Guanajuato,11042,Valle de Santiago,-0.53703,Low,59.57,9.27,50.29,31.19,29.62,34.18
11,Guanajuato,11043,Victoria,0.64679,High,76.55,30.38,46.17,18.73,28.16,12.7
11,Guanajuato,11044,VillagrÌÁn,-1.0454,Very Low,51.58,6.69,44.9,29.72,20.17,19.49
11,Guanajuato,11045,XichÌ¼,0.7456,High,77.16,21.15,56.01,20.65,34.25,5.82
11,Guanajuato,11046,Yuriria,-0.40393,Low,57.23,7.41,49.82,35.64,30.54,26.73
12,Guerrero,12001,Acapulco de JuÌÁrez,-0.66806,Low,49.14,13.16,35.98,32.36,19.63,39.4
12,Guerrero,12002,Ahuacuotzingo,2.07543,Very High,92.95,56.9,36.04,6.2,50.84,48.06
12,Guerrero,12003,AjuchitlÌÁn del Progreso,1.19804,High,81.07,48.03,33.04,18.5,39.05,41.86
12,Guerrero,12004,Alcozauca de Guerrero,2.41732,Very High,94.37,69.14,25.23,4.96,51.42,23.97
12,Guerrero,12005,Alpoyeca,-0.15174,Low,82.58,22.59,59.99,14.73,32.69,31.8
12,Guerrero,12006,Apaxtla,0.27821,Medium,71.19,41.48,29.7,18.39,29.64,82.32
12,Guerrero,12007,Arcelia,0.02469,Medium,62.56,20.48,42.08,30.43,25.04,47.32
12,Guerrero,12008,Atenango del RÌ_o,0.84025,High,81.03,43.2,37.83,17.38,40.07,50.96
12,Guerrero,12009,Atlamajalcingo del Monte,2.27786,Very High,96.76,83.06,13.7,3.18,40.88,90.07
12,Guerrero,12010,Atlixtac,2.55557,Very High,98.43,83.25,15.18,1.41,47.84,52.21
12,Guerrero,12011,Atoyac de Ìlvarez,0.21466,Medium,67.89,24.31,43.59,25.55,24.84,32.33
12,Guerrero,12012,Ayutla de los Libres,1.54826,High,93,63.54,29.47,5.54,31.32,23.36
12,Guerrero,12013,AzoyÌ¼,0.8353,High,79.37,38.71,40.66,18.82,30.91,46.91
12,Guerrero,12014,Benito JuÌÁrez,-0.38216,Low,53.2,16.65,36.54,43.04,24.08,26.65
12,Guerrero,12015,Buenavista de CuÌ©llar,-0.64683,Low,59.64,14.7,44.94,29.15,25.14,54.97
12,Guerrero,12016,Coahuayutla de JosÌ© MarÌ_a Izaza,2.20041,Very High,87.16,56.27,30.89,12.69,51.29,21.11
12,Guerrero,12017,Cocula,-0.06492,Low,61.27,23.99,37.28,28.65,31.07,57.34
12,Guerrero,12018,Copala,0.27746,Medium,74.86,26.22,48.64,21.71,28.13,22.77
12,Guerrero,12019,Copalillo,2.25219,Very High,92.36,64.66,27.69,7.47,49.91,34.7
12,Guerrero,12020,Copanatoyac,2.69112,Very High,96.06,76.94,19.12,3.28,49.05,38.45
12,Guerrero,12021,Coyuca de BenÌ_tez,0.40281,Medium,68.77,28.51,40.26,27.54,26.66,41.05
12,Guerrero,12022,Coyuca de CatalÌÁn,0.86892,High,75.99,42.3,33.69,22.57,36.09,47.51
12,Guerrero,12023,Cuajinicuilapa,0.52812,Medium,75.86,30.33,45.53,21.94,35.81,27.4
12,Guerrero,12024,CualÌÁc,1.24621,High,86.47,53.66,32.81,12.69,39.55,65.99
12,Guerrero,12025,Cuautepec,1.1575,High,85.87,49.8,36.07,13.21,31.78,28.57
12,Guerrero,12026,Cuetzala del Progreso,0.85405,High,87.79,57.38,30.41,11.8,39.96,84.63
12,Guerrero,12027,Cutzamala de PinzÌ_n,0.40018,Medium,67.84,27.39,40.46,30.67,44.59,54.13
12,Guerrero,12028,Chilapa de Ìlvarez,1.61426,High,84.62,48.02,36.6,12.52,37.24,46.27
12,Guerrero,12029,Chilpancingo de los Bravo,-0.63908,Low,47.42,16.12,31.3,32.53,17.35,42.26
12,Guerrero,12030,Florencio Villarreal,0.498,Medium,76.91,32.01,44.9,18.96,29.35,27.17
12,Guerrero,12031,General Canuto A. Neri,1.00342,High,91.67,70.01,21.66,7.35,37.92,90.99
12,Guerrero,12032,General Heliodoro Castillo,1.95881,Very High,94.47,62.13,32.34,4.96,38.52,21.71
12,Guerrero,12033,HuamuxtitlÌÁn,-0.04857,Medium,74.62,19.18,55.44,20.82,29.44,13.11
12,Guerrero,12034,Huitzuco de los Figueroa,0.10132,Medium,73.3,32.77,40.53,21.32,28.42,21.77
12,Guerrero,12035,Iguala de la Independencia,-0.80972,Very Low,46.68,11.22,35.46,29.71,17.47,40.95
12,Guerrero,12036,Igualapa,1.23892,High,87.58,45.16,42.42,10.68,29.09,35.99
12,Guerrero,12037,Ixcateopan de CuauhtÌ©moc,0.42348,Medium,80.44,35.78,44.66,14.89,32.92,48.49
12,Guerrero,12038,JosÌ© Azueta,-0.70114,Very Low,45.4,10.26,35.14,37.36,22.31,39.05
12,Guerrero,12039,Juan R. Escudero,0.2072,Medium,72.69,29.36,43.33,21.31,28.45,53.64
12,Guerrero,12040,Leonardo Bravo,0.78739,High,90.1,47.77,42.33,7.72,30.67,30.36
12,Guerrero,12041,Malinaltepec,2.02524,Very High,95.94,80.4,15.54,3.97,28.26,65.24
12,Guerrero,12042,MÌÁrtir de Cuilapan,1.541,High,81.39,41.13,40.26,17.13,44.43,30.03
12,Guerrero,12043,MetlatÌ_noc,3.0701,Very High,98.03,87.81,10.21,1.7,49.06,84.96
12,Guerrero,12044,MochitlÌÁn,0.41301,Medium,76.3,34.39,41.91,16.89,30.97,39.42
12,Guerrero,12045,OlinalÌÁåÊ,1.59802,High,79.79,46.17,33.63,19.64,39.37,34.92
12,Guerrero,12046,Ometepec,0.90561,High,75.96,41.8,34.16,17.05,28.2,44.92
12,Guerrero,12047,Pedro Ascencio Alquisiras,2.31595,Very High,92.12,63.9,28.22,7.25,51.08,59.73
12,Guerrero,12048,PetatlÌÁn,0.03455,Medium,66.24,21.58,44.66,27.61,32.27,19.61
12,Guerrero,12049,Pilcaya,0.0574,Medium,74.76,23.92,50.84,21.19,27.79,31.58
12,Guerrero,12050,Pungarabato,-0.41728,Low,54.19,11.91,42.28,35.05,24.79,53.03
12,Guerrero,12051,Quechultenango,1.49328,High,89.3,47.81,41.5,9.06,33.13,12.74
12,Guerrero,12052,San Luis AcatlÌÁn,1.89103,High,90.96,64.44,26.52,6.72,31.45,21.15
12,Guerrero,12053,San Marcos,0.87294,High,80.66,37.95,42.7,16.79,30.93,18.07
12,Guerrero,12054,San Miguel Totolapan,1.93043,Very High,91.77,65.87,25.9,7.14,39.29,65.23
12,Guerrero,12055,Taxco de AlarcÌ_n,-0.27158,Low,64.99,21.23,43.76,25.83,23.83,29.87
12,Guerrero,12056,Tecoanapa,0.80753,High,84.3,42.25,42.05,13.65,24.83,13.48
12,Guerrero,12057,TÌ©cpan de Galeana,0.03303,Medium,65.27,23.78,41.5,28.88,31.24,38.15
12,Guerrero,12058,Teloloapan,0.5124,Medium,74.11,38.93,35.18,19.98,28.17,60.04
12,Guerrero,12059,Tepecoacuilco de Trujano,0.41321,Medium,65.53,27.42,38.11,31.08,31.9,29.82
12,Guerrero,12060,Tetipac,0.77926,High,82.88,31.72,51.16,15.92,34,15.9
12,Guerrero,12061,Tixtla de Guerrero,0.30659,Medium,73.03,37.59,35.43,15.7,23.69,36.85
12,Guerrero,12062,Tlacoachistlahuaca,2.47866,Very High,88,59.34,28.66,10.84,52.44,35.5
12,Guerrero,12063,Tlacoapa,2.34168,Very High,95.57,82.98,12.59,4.3,31.96,96.58
12,Guerrero,12064,Tlalchapa,0.18556,Medium,68.12,26.03,42.08,28.9,28.94,33.67
12,Guerrero,12065,Tlalixtaquilla de Maldonado,0.74984,High,81.07,31.64,49.43,17.37,40.74,24.63
12,Guerrero,12066,Tlapa de Comonfort,0.87036,High,80.01,46.91,33.11,15.31,36.69,36.85
12,Guerrero,12067,Tlapehuala,0.24477,Medium,66.78,29.29,37.48,26.05,26.4,70.65
12,Guerrero,12068,La UniÌ_n de Isidoro Montes de O,0.3798,Medium,65.92,26.73,39.19,29.94,35.49,50.97
12,Guerrero,12069,XalpatlÌÁhuac,2.40091,Very High,96.76,76.61,20.16,3.2,51.58,35.52
12,Guerrero,12070,XochihuehuetlÌÁn,0.61871,High,86.35,35.44,50.92,13.16,46.95,6.46
12,Guerrero,12071,Xochistlahuaca,2.22224,Very High,90.76,59.65,31.11,8.25,49.79,18.36
12,Guerrero,12072,ZapotitlÌÁn Tablas,2.4556,Very High,93.41,70.76,22.65,6.07,43.68,96.72
12,Guerrero,12073,ZirÌÁndaro,1.19878,High,85.53,53.68,31.86,13.13,48.83,71.01
12,Guerrero,12074,Zitlala,2.02869,Very High,93.53,60.31,33.22,5.89,44.85,58.63
12,Guerrero,12075,Eduardo Neri,0.41609,Medium,74.46,26.28,48.18,20.81,26.14,20.88
12,Guerrero,12076,Acatepec,3.11212,Very High,97.2,79.8,17.4,2.74,38.18,35.96
12,Guerrero,12077,Marquelia,0.43283,Medium,67.28,25.23,42.04,28.28,26.94,33.89
12,Guerrero,12078,Cochoapa el Grande,4.49541,Very High,98.16,87.93,10.22,1.84,59.82,91.13
12,Guerrero,12079,JosÌ© JoaquÌ_n de Herrera,2.92035,Very High,96.99,79.46,17.53,2.65,49.84,44.61
12,Guerrero,12080,JuchitÌÁn,0.96419,High,83.39,46.27,37.13,13.68,40.33,46.11
12,Guerrero,12081,Iliatenco,1.98589,Very High,90.13,59.19,30.94,8.95,26.8,37.19
13,Hidalgo,13001,AcatlÌÁn,-0.02004,Medium,68.05,18.48,49.57,29.69,36.44,34.8
13,Hidalgo,13002,AcaxochitlÌÁn,0.93942,High,69.43,24.09,45.34,28.71,39.42,36.57
13,Hidalgo,13003,Actopan,-0.87052,Very Low,52.39,7.86,44.52,32.04,16.74,34.17
13,Hidalgo,13004,Agua Blanca de Iturbide,0.59779,Medium,72.25,27.43,44.82,24.06,34.35,80.7
13,Hidalgo,13005,Ajacuba,-0.60343,Low,56.46,5.92,50.54,30.82,24.21,32.77
13,Hidalgo,13006,Alfajayucan,-0.04738,Medium,66.48,20.62,45.85,30.41,28.46,27.18
13,Hidalgo,13007,Almoloya,-0.28697,Low,57.98,7.32,50.66,34.08,24.78,15.42
13,Hidalgo,13008,Apan,-0.93765,Very Low,57.65,8.79,48.86,26.02,24.63,25.29
13,Hidalgo,13009,El Arenal,-0.42194,Low,69.22,16,53.22,27.48,20.38,30.31
13,Hidalgo,13010,Atitalaquia,-1.16221,Very Low,35.47,4.6,30.87,28.95,16.66,33.19
13,Hidalgo,13011,Atlapexco,0.59179,Medium,69.34,23.55,45.78,25.4,28.33,22.99
13,Hidalgo,13012,Atotonilco el Grande,-0.0473,Medium,55.02,10.56,44.45,38.22,29.4,20.08
13,Hidalgo,13013,Atotonilco de Tula,-1.15245,Very Low,34.79,3.01,31.78,29.85,14.78,25.29
13,Hidalgo,13014,Calnali,0.3628,Medium,80.9,25.85,55.05,16.42,46.13,17.68
13,Hidalgo,13015,Cardonal,-0.09655,Low,60.83,16.81,44.01,33.76,22.25,27.07
13,Hidalgo,13016,Cuautepec de Hinojosa,-0.34553,Low,65.91,18.41,47.49,25.67,34.49,45.45
13,Hidalgo,13017,Chapantongo,0.07808,Medium,63.22,13.91,49.31,33.38,29.92,21.46
13,Hidalgo,13018,ChapulhuacÌÁn,0.30731,Medium,77.72,23.42,54.31,18.45,37.84,14.08
13,Hidalgo,13019,Chilcuautla,-0.24385,Low,70.58,24.76,45.82,26.03,27,41.95
13,Hidalgo,13020,EloxochitlÌÁn,-0.25169,Low,87.56,31.66,55.9,5.26,32.74,70.99
13,Hidalgo,13021,Emiliano Zapata,-1.12291,Very Low,49.27,4.42,44.85,28.28,16.36,28.26
13,Hidalgo,13022,Epazoyucan,-0.75985,Very Low,37.97,4.26,33.71,43.36,19.16,26.64
13,Hidalgo,13023,Francisco I. Madero,-0.84902,Very Low,54.96,8.06,46.9,28.53,17.91,27.03
13,Hidalgo,13024,Huasca de Ocampo,-0.17736,Low,57.56,11.59,45.97,38.43,27.14,24.41
13,Hidalgo,13025,Huautla,0.43963,Medium,80.45,36.61,43.84,16.42,31.91,24.31
13,Hidalgo,13026,Huazalingo,0.80055,High,89.45,39.78,49.67,10.05,34.66,7.18
13,Hidalgo,13027,Huehuetla,1.43067,High,83.64,36.21,47.43,14.68,42.55,13.95
13,Hidalgo,13028,Huejutla de Reyes,0.27335,Medium,62.88,19.25,43.63,19.59,24.22,14.63
13,Hidalgo,13029,Huichapan,-0.63573,Low,53.88,7.75,46.13,32.45,22.67,23.48
13,Hidalgo,13030,Ixmiquilpan,-0.60417,Low,53.37,14.84,38.52,33.96,20.7,33.15
13,Hidalgo,13031,Jacala de Ledezma,-0.31203,Low,64.75,14.02,50.73,29,31.32,11.36
13,Hidalgo,13032,JaltocÌÁn,0.20231,Medium,83.3,33.94,49.36,12.33,35.79,19.23
13,Hidalgo,13033,JuÌÁrez Hidalgo,-0.04409,Medium,72.86,20.19,52.68,22.29,33.66,64.41
13,Hidalgo,13034,Lolotla,0.26913,Medium,72.77,22.39,50.38,25.51,33.93,10.41
13,Hidalgo,13035,Metepec,-0.21664,Low,62.12,17.21,44.91,32.97,32.01,74.26
13,Hidalgo,13036,San AgustÌ_n MetzquititlÌÁn,-0.32806,Low,62.54,13.85,48.69,29.12,23.82,74.1
13,Hidalgo,13037,MetztitlÌÁn,0.20999,Medium,64.78,13.52,51.26,29.53,33.26,49.22
13,Hidalgo,13038,Mineral del Chico,0.29587,Medium,54.83,12.01,42.82,42.13,29.74,21.8
13,Hidalgo,13039,Mineral del Monte,-0.98035,Very Low,53.1,8.89,44.21,20.52,15.31,25.3
13,Hidalgo,13040,La MisiÌ_n,0.70349,High,88.73,40.13,48.6,11.07,51.38,11.09
13,Hidalgo,13041,Mixquiahuala de JuÌÁrez,-0.91399,Very Low,54.99,9.73,45.27,28.67,20.27,30.66
13,Hidalgo,13042,Molango de Escamilla,-0.04095,Medium,67.37,13.5,53.87,24.16,25.07,19.47
13,Hidalgo,13043,NicolÌÁs Flores,0.50904,Medium,81.08,31.66,49.42,17.26,28.04,27.85
13,Hidalgo,13044,Nopala de VillagrÌÁn,-0.36601,Low,54.8,11.8,43.01,40.91,28.32,24.01
13,Hidalgo,13045,OmitlÌÁn de JuÌÁrez,-0.26969,Low,54.71,10.52,44.19,40.97,28.42,19.41
13,Hidalgo,13046,San Felipe OrizatlÌÁn,0.46781,Medium,85.68,43.43,42.25,11.63,37.39,39.63
13,Hidalgo,13047,Pacula,0.83702,High,74.38,20.41,53.97,24.12,42.18,24.06
13,Hidalgo,13048,Pachuca de Soto,-1.52959,Very Low,31.76,3.51,28.26,28.59,12.36,28.88
13,Hidalgo,13049,Pisaflores,0.67203,High,78.66,25.71,52.94,19.35,40.8,14.02
13,Hidalgo,13050,Progreso de ObregÌ_n,-1.09803,Very Low,45.25,4.99,40.26,37.83,17.97,33.35
13,Hidalgo,13051,Mineral de la Reforma,-1.4967,Very Low,21.33,2.07,19.27,28.51,8.6,25.48
13,Hidalgo,13052,San AgustÌ_n Tlaxiaca,-0.49556,Low,48.6,7.06,41.54,39.13,18.31,35.67
13,Hidalgo,13053,San Bartolo Tutotepec,1.62591,High,73.01,31.43,41.58,23.1,43,11.67
13,Hidalgo,13054,San Salvador,-0.59413,Low,57.33,11.14,46.19,33.1,16.21,25.28
13,Hidalgo,13055,Santiago de Anaya,-0.49993,Low,68.08,17.45,50.62,30.1,22.73,11.42
13,Hidalgo,13056,Santiago Tulantepec de Lugo Guerre,-0.83732,Very Low,40.32,5.31,35,35.2,20.8,36.52
13,Hidalgo,13057,Singuilucan,-0.24998,Low,62.95,13.63,49.32,32.95,34.82,31.91
13,Hidalgo,13058,Tasquillo,-0.33992,Low,60.09,19.2,40.89,29.37,24.15,44.09
13,Hidalgo,13059,Tecozautla,0.10779,Medium,63.41,14.26,49.15,34.27,30.47,16.74
13,Hidalgo,13060,Tenango de Doria,0.61575,High,70.37,21.95,48.42,25.44,39.6,14.21
13,Hidalgo,13061,Tepeapulco,-1.3967,Very Low,47.56,6.06,41.51,20.48,15.48,22.26
13,Hidalgo,13062,TepehuacÌÁn de Guerrero,1.38811,High,89.24,41.87,47.38,10.31,42.85,18.87
13,Hidalgo,13063,Tepeji del RÌ_o de Ocampo,-0.95221,Very Low,42.26,6.51,35.75,31.49,22.43,24.99
13,Hidalgo,13064,TepetitlÌÁn,-0.65975,Low,50.8,10.24,40.55,39.38,24.92,30.61
13,Hidalgo,13065,Tetepango,-0.83959,Very Low,71.6,13.38,58.22,17.11,25.13,25.49
13,Hidalgo,13066,Villa de Tezontepec,-0.74818,Very Low,57.63,6.29,51.34,33.03,23.46,35.78
13,Hidalgo,13067,Tezontepec de Aldama,-0.4692,Low,59.51,10.15,49.36,29.06,24.53,33.69
13,Hidalgo,13068,Tianguistengo,1.02567,High,81.68,33.19,48.5,13.83,39.48,43.12
13,Hidalgo,13069,Tizayuca,-1.27634,Very Low,42.17,5.84,36.33,21.95,14.62,29
13,Hidalgo,13070,Tlahuelilpan,-0.79726,Very Low,63.12,9.88,53.24,26.07,22.9,29.66
13,Hidalgo,13071,Tlahuiltepa,0.75299,High,81.43,31.44,49.99,14.74,46.43,60.67
13,Hidalgo,13072,Tlanalapa,-1.38739,Very Low,54.47,7.36,47.12,18.37,16.39,32.81
13,Hidalgo,13073,Tlanchinol,0.72172,High,82.88,37.85,45.03,14.47,30.33,10.43
13,Hidalgo,13074,Tlaxcoapan,-0.8564,Very Low,59.65,10.87,48.78,23.73,22.04,29.29
13,Hidalgo,13075,Tolcayuca,-1.02206,Very Low,51.37,5.75,45.63,28.54,19.7,35.41
13,Hidalgo,13076,Tula de Allende,-1.24844,Very Low,41.76,7.81,33.95,28.92,18.44,28.97
13,Hidalgo,13077,Tulancingo de Bravo,-1.01574,Very Low,53.91,11.51,42.4,27.96,22.58,49.88
13,Hidalgo,13078,Xochiatipan,1.17229,High,88.43,41.02,47.41,10.63,39.06,11.33
13,Hidalgo,13079,XochicoatlÌÁn,-0.13135,Low,82.2,39.95,42.25,15.1,35.6,78.23
13,Hidalgo,13080,Yahualica,0.88458,High,91.04,47.59,43.46,7.85,40.73,23.02
13,Hidalgo,13081,ZacualtipÌÁn de Ìngeles,-0.4172,Low,60.12,16.61,43.5,28.42,28.57,77.52
13,Hidalgo,13082,ZapotlÌÁn de JuÌÁrez,-0.90736,Very Low,60.54,6.92,53.62,25.26,22.36,31.81
13,Hidalgo,13083,Zempoala,-0.88567,Very Low,40.79,4.64,36.16,40.94,18.08,34.11
13,Hidalgo,13084,ZimapÌÁn,-0.3026,Low,60.43,12.48,47.95,33.26,24.59,27.15
14,Jalisco,14001,Acatic,-0.7184,Very Low,45.84,6.12,39.71,44.96,39.76,33.69
14,Jalisco,14002,AcatlÌÁn de JuÌÁrez,-1.3979,Very Low,42.55,3.73,38.82,23.32,22.59,28.32
14,Jalisco,14003,Ahualulco de Mercado,-1.31628,Very Low,43.1,3.63,39.47,26.58,20.15,26.45
14,Jalisco,14004,Amacueca,-0.91928,Very Low,55.57,11.06,44.5,34.74,27.19,34.28
14,Jalisco,14005,AmatitÌÁn,-1.06604,Very Low,45.49,5.67,39.81,33.94,21.69,27.91
